카드ID,카드이름,카드사,국내연회비,해외연회비,주요혜택
2592,싱가포르항공 크리스플라이어 더 베스트 신한카드,신한카드,"247,000","250,000","항공마일리지: [웰컴기프트] 싱가포르항공 크리스플라이어(이하 KF) 1만 5천 마일리지 적립 (발급 첫해 1회)
항공마일리지: [연간기프트] 국내외 전가맹점 싱가포르항공 크리스플라이어 마일리지 적립
항공마일리지: 국내외 전가맹점 싱가포르항공 크리스플라이어 마일리지 적립 
기타: 싱가포르항공 크리스플라이어 엘리트 멤버십 제공
항공마일리지: 싱가포르항공 크리스플라이어 보너스 마일리지 적립
기타: [부스터마일즈] 이용금액 1,500원당 1크리스플라이어 마일리지 추가 적립
할인: 싱가포르항공 크리스플라이어 공제 마일리지 할인 쿠폰 제공
기타: 싱가포르항공 인천/김해공항 특별 우대
할인: 싱가포르항공 이용금액 결제일 할인
공항라운지: The Lounge 공항 라운지 무료 제공 (연 2회)
유의사항: 꼭 확인하세요!"
2593,zgm.일본여행중 카드,NH농협카드,"23,000","25,000","수수료우대: 해외결제 시 해외서비스수수료 면제
해외: 일본 오프라인 전매장 10% NH포인트 적립
온라인 여행사: 익스피디아 이용 시 객실요금 9% 즉시 할인
적립: 해외 및 국내 생활업종 NH포인트 적립
공항라운지: 전세계 공항 라운지 무료 이용(The lounge/더 라운지)
프리미엄 서비스: JCB PLATINUM PREMIUM SERVICES
유의사항: 꼭 확인하세요!"
2594,아시아나 듀얼마일리지 롯데카드,롯데카드,"43,000","45,000","아시아나항공: 특별적립처 이용 시 아시아나클럽 마일리지 더블 적립
공항라운지: 스카이허브 라운지, 마티나(인천공항 제1여객터미널) 라운지 연 1회 무료 이용
유의사항: 꼭 확인하세요!"
2595,랭킹닭컴 신용카드,KB국민카드,"15,000","15,000","쇼핑: 랭킹닭컴 20% 청구할인
골프: 골프(연습)장 최대 10% 청구할인
디지털구독: 구독서비스 10% 청구할인
유의사항: 꼭 확인하세요!"
2596,신한카드 봄(도구리),신한카드,"17,000","20,000","캐시백: 국내외 이용금액 최대 0.5% 캐시백
대중교통: 버스/지하철 후불교통 이용금액 캐시백
디지털구독: 디지털 구독 이용금액 월 최대 1만원 캐시백
유의사항: 꼭 확인하세요!"
2597,신한카드 봄 체크(도구리),신한카드,,,"캐시백: 국내외 이용금액 월 최대 0.3% 캐시백
대중교통: 버스/지하철 후불교통 이용금액 캐시백
유의사항: 꼭 확인하세요!"
2598,CJ ONE 프리즘 신한카드,신한카드,"20,000","23,000","드럭스토어: 올리브영 이용금액 10% CJ ONE 포인트 적립
푸드: 빕스/뚜레쥬르/CGV 이용금액 30% CJ ONE 포인트 적립
CJ ONE: 7대 CJ브랜드 이용금액 최대 3% CJ ONE 포인트 적립
국내외가맹점: 국내외 전가맹점(7대 CJ브랜드 제외) 최대 0.3% CJ ONE 포인트 적립
유의사항: 꼭 확인하세요!"
2599,신한카드 Pick E 체크(포켓몬스터),신한카드,,,"편의점: 4대 편의점 이용 시 10% 적립
카페: 커피 업종 이용 시 10% 적립
해외이용: 해외 이용금액 1% 적립
생활: 놀이 영역 이용 시 10% 적립
푸드: One Pick 맛집 가맹점 최대 3천 포인트 적립
유의사항: 꼭 확인하세요!"
2600,신한카드 Pick I 체크(포켓몬스터),신한카드,,,"편의점: 4대 편의점 이용 시 10% 적립
카페: 커피 업종 이용 시 10% 적립
해외이용: 해외 이용금액 1% 적립
디지털구독: 디지털 구독 영역 이용 시 10% 적립
온라인쇼핑: One Pick 온라인 쇼핑몰 가맹점 최대 3천 포인트 적립
유의사항: 꼭 확인하세요!"
2601,더나은 체크카드,MG새마을금고,,,"간편결제: 네이버페이, 카카오페이, 페이코 결제 시 이용금액의 20% 할인 캐시백
온라인쇼핑: 쿠팡, 무신사, 지그재그, W컨셉, 에이블리 결제 시 이용금액의 20% 할인 캐시백
카페: 스타벅스, 투썸플레이스, 커피빈, 메가커피, 빽다방, 컴포즈커피 결제 시 이용금액의 20% 할인 캐시백
해외이용: 해외 서비스수수료, 현금인출수수료, 예금잔액조회수수료 면제
유의사항: 꼭 확인하세요!"
2602,SPOTV NOW 신한카드 구독 좋아요,신한카드,"15,000","18,000","디지털구독: 5개 영역 디지털 구독 가맹점 정기결제 이용 시 결제일 할인
할인: 서비스 대상 정기결제 자동이체 시 결제일 할인
할인: 서비스 대상 배달앱/생활편의 가맹점 이용 시 결제일 할인
유의사항: 꼭 확인하세요!"
2603,KB차차차 신용카드,KB국민카드,"30,000","30,000","주유: 주유소(충전소 포함) 리터당 150원~300원 청구할인
자동차: 차량정비, 주차장, 세차장 업종 10% 청구할인
유의사항: 꼭 확인하세요!"
2604,토심이 첵첵 체크카드,KB국민카드,,,"대중교통: 버스·지하철 2~4천원 청구할인
편의점: CU편의점 2~4천원 환급할인
카페: 스타벅스(사이렌오더 포함) 2~4천원 환급할인
영화: CGV 2~4천원 환급할인
쇼핑: 텐바이텐 2~4천원 환급할인
간편결제: 네이버페이·카카오페이·SSG페이 2~4천원 환급할인 (온라인만)
뷰티/피트니스: 올리브영, 안경(렌즈)점 2~4천원 환급할인
도서: YES24, 교보문고 2~4천원 환급할인 (온라인만)
공연/전시: 인터파크티켓 2~4천원 환급할인 (온라인만)
유의사항: 꼭 확인하세요!"
2605,TMAP KB국민카드,KB국민카드,"15,000","15,000","자동차: 티맵 최대 50% 청구 할인
디지털구독: OTT 10% 청구 할인
주유: 주유 5% 청구 할인
푸드: 식음료 5% 청구 할인
유의사항: 꼭 확인하세요!"
2606,신한라이프 THE PRIDE 신한카드,신한카드,"15,000","18,000","보험사: 신한라이프 전용보험 우대서비스
병원: GC헬스케어 Basic 서비스
병원/약국: 의료 업종 할인
피트니스: 스포츠 및 헬스 업종 할인
생활: 생활편의 가맹점 할인
유의사항: 꼭 확인하세요!"
2607,kt DC PLUS,BC 바로카드,"12,000","12,000","KT: KT 통신요금 결제일 할인
전월실적 별 월 최대 13,000원 할인
주유소: SK주유소 결제일 할인
전월 실적 30만원 이상 시 1% 할인
프리미엄: Mastercard Platinum 등급 기본 서비스 또는 VISA Young Premium 서비스 제공
유의사항: 꼭 확인하세요!"
2608,대성학원 신한카드,신한카드,"30,000","33,000","학원: 대성학원 및 학원업종 3~5% 캐시백
주유: GS칼텍스 주유시 리터랑 40원 결제일 할인
테마파크: 테마파크 자유이용권 본인 할인
유의사항: 꼭 확인하세요!"
2609,쿠팡 와우카드,KB국민카드,"20,000","20,000","혜택 프로모션: 쿠팡, 쿠팡이츠, 쿠팡플레이 최대 4만원 적립(전월실적 조건 없음)
쿠팡 외 최대 1.2만원 적립(전월실적 조건 없음)
적립: (상품 기본 혜택) 쿠팡, 쿠팡이츠, 쿠팡플레이 2% 쿠팡캐시 적립
적립: (상품 기본 혜택) 쿠팡 외 가맹점 0.2% 쿠팡캐시 적립
유의사항: 꼭 확인하세요!"
2610,I-어디로든 그린카드,IBK기업은행,"15,000",,"멤버십포인트: 에코머니 포인트 & 그린서비스란?
충전소: 친환경 자동차 최대 40% 적립
생활: 공유 모빌리티 10% 적립
대중교통: 대중교통 10% 적립
고속버스: 일반교통 10% 적립
카페: 커피전문점 10% 적립
생활: 생활 서비스 0.2% 적립
유의사항: 꼭 확인하세요!"
2611,신한카드 Applus,신한카드,"15,000","15,000","적립: Applus포인트 기본 적립
기타: iPhone for Life 프로그램 이용 시
적립: iPhone for Life 프로그램 미 이용 시 Applus포인트 특별 적립
유의사항: 꼭 확인하세요"
2612,ALL 우리카드 Premium,우리카드,"150,000","150,000","프리미엄: [아코르 서비스] 4,000 ALL 리워드 포인트 기프트 제공
프리미엄: [아코르 서비스] ALL회원 SILVER 등급 제공 및 업그레이드
프리미엄: [아코르 서비스] ALL 리워드 포인트 적립
프리미엄: [아코르 서비스] 2,000 ALL 리워드 포인트 보너스 제공
공항라운지: [Premium Service] 국내외 공항 라운지 무료이용 서비스 제공
여행/숙박: [Premium Service] KAL 리무진 버스 무료이용 서비스 제공
여행/숙박: [Premium Service] 국내외 여행자 보험 서비스 제공
호텔: [Premium Service] 아코르 호텔 프리미엄 서비스 제공
유의사항: 꼭 확인하세요!"
2613,ALL 우리카드 Infinite,우리카드,"500,000","500,000","프리미엄: [아코르 서비스] 14,000 ALL 리워드 포인트 기프트 제공
프리미엄: [아코르 서비스] 아코르 플러스 유료 멤버십 자동 가입
프리미엄: [아코르 서비스] ALL 회원 GOLD 등급 제공 및 업그레이드
프리미엄: [아코르 서비스] ALL 리워드 포인트 적립
프리미엄: [아코르 서비스] 5,000 ALL 리워드 포인트 보너스 제공
공항라운지: [Premium Service] 국내외 공항 라운지 무료이용 서비스 제공
여행/숙박: [Premium Service] KAL 리무진 버스 무료이용 서비스 제공
골프: [Premium Service] 국내 지정 골프장 무료 커피 또는 지정 골프연습장 무료 타석권 제공
여행/숙박: [Premium Service] 국내외 여행자 보험 서비스 제공
호텔: [Premium Service] 아코르 호텔 프리미엄 서비스 제공
선택형: 플레이트 선택
유의사항: 꼭 확인하세요!"
2614,KB Pay 머니백카드,KB국민카드,,,"적립: KB Pay '다 되는' 적립
간편결제: KB Pay 온라인 '더 되는' 적립
간편결제: KB Pay 오프라인 '더 되는' 적립
유의사항: 꼭 확인하세요!"
2615,IBK KaPick,IBK기업은행,"14,000","15,000","카카오페이: ALL - 국내・외 가맹점 0.5% 카카오페이 포인트 적립
카카오페이: LIVING - 주요소비영역 1%~1.5% 카카오페이 포인트 적립
카카오페이: MEMBERSHIP - 멤버십 영역 5%~7% 카카오페이 포인트 적립
유의사항: 꼭 확인하세요!"
2616,어디로든 그린카드,BC 바로카드,"15,000","15,000","충전소: 친환경 자동차 충전 에코머니 포인트 최대 40% 적립
생활: 공유 모빌리티, 대중교통, 일반교통, 커피전문점 에코머니 포인트 10% 적립
적립: 국내 전가맹점 에코머니 포인트 0.2% 적립
멤버십포인트: 에코머니 & 그린 서비스 전월 실적 없이 그린 멤버십 서비스 제공
프리미엄 서비스: 국제 브랜드 서비스 Mastercard/VISA Platinum 기본 서비스 제공
유의사항: 꼭 확인하세요!"
2617,어디로든 그린카드,NH농협카드,"15,000","17,000","충전소: 전기차/수소차 충전 20~40% 적립
대중교통: 버스/지하철 10% 적립
고속버스: 고속버스 10% 적립
생활: 공유 모빌리티 10% 적립
카페: 커피 전문점 10% 적립
적립: 국내 전가맹점 0.2% 적립
유의사항: 꼭 확인하세요!"
2618,삼성 iD AUTO 카드,삼성카드,"49,000","49,000","주유소: 주유 리터당 70원·90원 결제일 할인
자동차/하이패스: 주차장·하이패스·대리운전 10% 결제일 할인
국내외가맹점: 국내외 가맹점 0.5% 결제일 할인
생활: 할인점·온라인쇼핑몰·편의점·배달앱·커피전문점 1.5% 결제일 할인
영화: 영화 5,000원 결제일 할인
정비: 차량 점검 서비스
유의사항: 꼭 확인하세요!"
2619,DGB어디로든그린카드,iM뱅크,"15,000","15,000","적립: 에코머니 포인트 적립서비스
유의사항: 꼭 확인하세요!"
2620,NH 무럭이 체크카드,NH농협카드,,,"국내외가맹점: [기본 적립] 국내/외 이용가맹점 0.2% NH포인트 적립
적립: [스마트 적립] 6개 영역 중 이용금액 1위/2위 영역 기본적립의 3배/2배 적립
공항라운지: 국제공항 라운지 무료이용"
2621,어디로든 그린체크카드,BNK부산은행,,,"충전소: 친환경 자동차 충전 최대 20% 적립
생활: 공유 모빌리티 5% 적립
카페: 커피전문점 5% 적립
적립: 국내 전 가맹점 0.1% 적립
유의사항: 꼭 확인하세요!"
2622,어디로든 그린카드,BNK경남은행,"15,000","17,000","충전소: 전기차/수소차 충전 최대 40% 적립
생활: 공유 모빌리티 10% 적립
대중교통: 버스/지하철 10% 적립
고속버스: 고속버스 10% 적립
카페: 커피전문점 10% 적립
적립: 국내 전가맹점 0.2% 적립
유의사항: 꼭 확인하세요!"
2623,American Express Rose Gold KB Kookmin Card,KB국민카드,,"19,000","온라인쇼핑: 온라인 쇼핑 10% 할인(KB Pay 결제 시)
카페: 커피/편의점 10% 할인(KB Pay 결제 시)
쇼핑: 오프라인 쇼핑 5% 할인(KB Pay 결제 시)
항공권: 온라인 항공/면세점 5% 할인(KB Pay 결제 시)
프리미엄 서비스: Amex Selects(셀렉츠) 서비스
유의사항: 꼭 확인하세요!"
2624,American Express Blue KB Kookmin Card,KB국민카드,,"19,000","온라인쇼핑: 온라인 쇼핑 10% 할인 (KB Pay 결제 시)
주유: 주유 100원/L, 편의점 5% 할인
통신: 이동통신 10%, OTT 30% 할인
패밀리레스토랑: 패밀리레스토랑 30% 할인
해외이용: 해외 가맹점 5% 할인
테마파크: 놀이공원 현장 할인
프리미엄 서비스: Amex Selects(셀렉츠) 서비스
유의사항: 꼭 확인하세요!"
2625,토스 USS NEXT 체크카드,KB국민카드,,,"카페: 커피 업종 100원 할인
편의점: 편의점 200원 할인
게임: 모바일 200원 할인
배달앱: 배달음식 500원 할인
대중교통: 대중교통 1,000원 할인
유의사항: 꼭 확인하세요!"
2626,네이버페이 머니카드,네이버페이,,,"해외: 해외 온/오프라인 3% 적립
여행/숙박: N트래블클럽 업그레이드
적립: 네이버 쇼핑 간편결제 최대 1.5% 적립
적립: 플러스 멤버십 스튜던트 정기결제 10% 적립
유의사항: 꼭 확인하세요!"
2627,TWO CHAIRS,우리카드,,"2,500,000","바우처: [기프트 바우처] Voucher : Premium Gift
적립: [적립 서비스] 기본적립 2%, 연간 리워드 1%
프리미엄 서비스: [프리미엄 서비스] 공항라운지 서비스
프리미엄 서비스: [프리미엄 서비스] 항공사 마일리지 전환
프리미엄 서비스: [프리미엄 서비스] 메탈 플레이트 제공
프리미엄 서비스: VISA Infinite 선택 서비스
유의사항: 꼭 확인하세요!"
2628,브라보(Bravo) 체크카드,우체국,,,"푸드: [생활 Life] 모든 음식점 5% 캐시백
대형마트: [생활 Life] 롯데마트, 이마트, 홈플러스 5% 캐시백
충전소: [생활 Life] 전기차 충전 5% 캐시백
주유소: [생활 Life] SK주유 L당 40원 캐시백
약국: [건강 Life] 모든 약국 10% 캐시백
쇼핑: [건강 Life] 정관장 10% 캐시백
골프: [건강 Life] 골프장, 골프연습장, 스크린골프장 10% 캐시백
영화: [문화 Life] CGV, 메가박스, 롯데시네마 15% 캐시백
도서: [문화 Life] 교보문고(온・오프라인) 15% 캐시백
여행/숙박: [문화 Life] 국내 숙박업종 15% 캐시백
기타: [안전 Life] 해외원화결제(DCC)차단 서비스 기본설정・터치 기능 제공
해외: [글로벌 Life] 해외 ATM 현금인출 수수료(건당 $3) 면제
유의사항: 꼭 확인하세요!"
2629,Smilecard Edition3,현대카드,"20,000","20,000","국내외가맹점: 국내외 가맹점 이용 시 스마일캐시 0.7% 적립
적립: 추가 적립 대상점 이용 시 스마일캐시 2% 적립(기본0.7%+추가1.3%)
유의사항: 꼭 확인하세요!"
2630,에버랜드 판다카드(푸바오 에디션),KB국민카드,,"12,000","테마파크: 에버랜드 종일권(대인 동반 소인 1매) 50% 현장할인
캐리비안베이 종일권 30% 현장할인
테마파크: 직영 기념품 매장 20% 현장할인
정기권 10% 현장할인
주유: SK주유소 리터당 60원 청구할인
패밀리레스토랑: VIPS, 아웃백, TGIF 20% 청구할인
레저/스포츠: 스타포유㈜와 제휴된 전통고택, 글램핑, 카라반 우대 할인
유의사항: 꼭 확인하세요!"
